National Total	Autonomous Communities and Cities	Index type	Indices and rates	Period	Total
Nacional	13 Madrid, Comunidad de	General	Index	2021QIV	150.345
Nacional	13 Madrid, Comunidad de	General	Index	2021QIII	148.701
Nacional	13 Madrid, Comunidad de	General	Index	2021QII	145.849
Nacional	13 Madrid, Comunidad de	General	Index	2021QI	143.929
Nacional	13 Madrid, Comunidad de	General	Index	2020QIV	142.540
Nacional	13 Madrid, Comunidad de	General	Index	2020QIII	144.599
Nacional	13 Madrid, Comunidad de	General	Index	2020QII	143.130
Nacional	13 Madrid, Comunidad de	General	Index	2020QI	143.971
Nacional	13 Madrid, Comunidad de	General	Index	2019QIV	140.469
Nacional	13 Madrid, Comunidad de	General	Index	2019QIII	142.864
Nacional	13 Madrid, Comunidad de	General	Index	2019QII	140.795
Nacional	13 Madrid, Comunidad de	General	Index	2019QI	140.440
Nacional	13 Madrid, Comunidad de	General	Index	2018QIV	136.465
Nacional	13 Madrid, Comunidad de	General	Index	2018QIII	136.576
Nacional	13 Madrid, Comunidad de	General	Index	2018QII	132.253
Nacional	13 Madrid, Comunidad de	General	Index	2018QI	128.005
Nacional	13 Madrid, Comunidad de	General	Index	2017QIV	124.536
Nacional	13 Madrid, Comunidad de	General	Index	2017QIII	123.166
Nacional	13 Madrid, Comunidad de	General	Index	2017QII	120.105
Nacional	13 Madrid, Comunidad de	General	Index	2017QI	116.205
Nacional	13 Madrid, Comunidad de	General	Index	2016QIV	111.280
Nacional	13 Madrid, Comunidad de	General	Index	2016QIII	109.629
Nacional	13 Madrid, Comunidad de	General	Index	2016QII	108.331
Nacional	13 Madrid, Comunidad de	General	Index	2016QI	105.026
Nacional	13 Madrid, Comunidad de	General	Index	2015QIV	102.077
Nacional	13 Madrid, Comunidad de	General	Index	2015QIII	101.685
Nacional	13 Madrid, Comunidad de	General	Index	2015QII	100.535
Nacional	13 Madrid, Comunidad de	General	Index	2015QI	95.703
Nacional	13 Madrid, Comunidad de	General	Index	2014QIV	95.116
Nacional	13 Madrid, Comunidad de	General	Index	2014QIII	95.101
Nacional	13 Madrid, Comunidad de	General	Index	2014QII	94.531
Nacional	13 Madrid, Comunidad de	General	Index	2014QI	93.540
Nacional	13 Madrid, Comunidad de	General	Index	2013QIV	92.434
Nacional	13 Madrid, Comunidad de	General	Index	2013QIII	92.492
Nacional	13 Madrid, Comunidad de	General	Index	2013QII	92.054
Nacional	13 Madrid, Comunidad de	General	Index	2013QI	91.832
Nacional	13 Madrid, Comunidad de	General	Index	2012QIV	98.843
Nacional	13 Madrid, Comunidad de	General	Index	2012QIII	100.739
Nacional	13 Madrid, Comunidad de	General	Index	2012QII	106.040
Nacional	13 Madrid, Comunidad de	General	Index	2012QI	110.315
Nacional	13 Madrid, Comunidad de	General	Index	2011QIV	113.702
Nacional	13 Madrid, Comunidad de	General	Index	2011QIII	122.707
Nacional	13 Madrid, Comunidad de	General	Index	2011QII	126.254
Nacional	13 Madrid, Comunidad de	General	Index	2011QI	128.643
Nacional	13 Madrid, Comunidad de	General	Index	2010QIV	134.844
Nacional	13 Madrid, Comunidad de	General	Index	2010QIII	134.630
Nacional	13 Madrid, Comunidad de	General	Index	2010QII	135.869
Nacional	13 Madrid, Comunidad de	General	Index	2010QI	132.691
Nacional	13 Madrid, Comunidad de	General	Index	2009QIV	132.617
Nacional	13 Madrid, Comunidad de	General	Index	2009QIII	133.458
Nacional	13 Madrid, Comunidad de	General	Index	2009QII	134.047
Nacional	13 Madrid, Comunidad de	General	Index	2009QI	135.803
Nacional	13 Madrid, Comunidad de	General	Index	2008QIV	141.975
Nacional	13 Madrid, Comunidad de	General	Index	2008QIII	149.952
Nacional	13 Madrid, Comunidad de	General	Index	2008QII	153.003
Nacional	13 Madrid, Comunidad de	General	Index	2008QI	152.904
Nacional	13 Madrid, Comunidad de	General	Index	2007QIV	154.513
Nacional	13 Madrid, Comunidad de	General	Index	2007QIII	161.262
Nacional	13 Madrid, Comunidad de	General	Index	2007QII	160.668
Nacional	13 Madrid, Comunidad de	General	Index	2007QI	157.226
Nacional	14 Murcia, Región de	General	Index	2025QIII	167.963
Nacional	14 Murcia, Región de	General	Index	2025QII	162.666
Nacional	14 Murcia, Región de	General	Index	2025QI	154.993
Nacional	14 Murcia, Región de	General	Index	2024QIV	150.180
Nacional	14 Murcia, Región de	General	Index	2024QIII	146.067
Nacional	14 Murcia, Región de	General	Index	2024QII	141.981
Nacional	14 Murcia, Región de	General	Index	2024QI	136.839
Nacional	14 Murcia, Región de	General	Index	2023QIV	134.506
Nacional	14 Murcia, Región de	General	Index	2023QIII	133.986
Nacional	14 Murcia, Región de	General	Index	2023QII	132.087
Nacional	14 Murcia, Región de	General	Index	2023QI	129.441
Nacional	14 Murcia, Región de	General	Index	2022QIV	129.533
Nacional	14 Murcia, Región de	General	Index	2022QIII	131.001
Nacional	14 Murcia, Región de	General	Index	2022QII	130.258
Nacional	14 Murcia, Región de	General	Index	2022QI	127.267
Nacional	14 Murcia, Región de	General	Index	2021QIV	123.591
Nacional	14 Murcia, Región de	General	Index	2021QIII	122.360
Nacional	14 Murcia, Región de	General	Index	2021QII	119.124
Nacional	14 Murcia, Región de	General	Index	2021QI	116.235
Nacional	14 Murcia, Región de	General	Index	2020QIV	115.914
Nacional	14 Murcia, Región de	General	Index	2020QIII	115.122
Nacional	14 Murcia, Región de	General	Index	2020QII	114.141
Nacional	14 Murcia, Región de	General	Index	2020QI	112.336
Nacional	14 Murcia, Región de	General	Index	2019QIV	112.501
Nacional	14 Murcia, Región de	General	Index	2019QIII	111.729
Nacional	14 Murcia, Región de	General	Index	2019QII	110.954
Nacional	14 Murcia, Región de	General	Index	2019QI	108.708
Nacional	14 Murcia, Región de	General	Index	2018QIV	107.538
Nacional	14 Murcia, Región de	General	Index	2018QIII	107.790
Nacional	14 Murcia, Región de	General	Index	2018QII	105.157
Nacional	14 Murcia, Región de	General	Index	2018QI	104.075
Nacional	14 Murcia, Región de	General	Index	2017QIV	102.930
Nacional	14 Murcia, Región de	General	Index	2017QIII	103.736
Nacional	14 Murcia, Región de	General	Index	2017QII	102.469
Nacional	14 Murcia, Región de	General	Index	2017QI	101.313
Nacional	14 Murcia, Región de	General	Index	2016QIV	101.059
Nacional	14 Murcia, Región de	General	Index	2016QIII	101.927
Nacional	14 Murcia, Región de	General	Index	2016QII	102.195
Nacional	14 Murcia, Región de	General	Index	2016QI	100.406
Nacional	14 Murcia, Región de	General	Index	2015QIV	100.359
Nacional	14 Murcia, Región de	General	Index	2015QIII	101.213
Nacional	14 Murcia, Región de	General	Index	2015QII	100.826
Nacional	14 Murcia, Región de	General	Index	2015QI	97.602
Nacional	14 Murcia, Región de	General	Index	2014QIV	98.602
Nacional	14 Murcia, Región de	General	Index	2014QIII	99.465
Nacional	14 Murcia, Región de	General	Index	2014QII	98.955
Nacional	14 Murcia, Región de	General	Index	2014QI	96.438
Nacional	14 Murcia, Región de	General	Index	2013QIV	95.977
Nacional	14 Murcia, Región de	General	Index	2013QIII	98.027
Nacional	14 Murcia, Región de	General	Index	2013QII	97.829
Nacional	14 Murcia, Región de	General	Index	2013QI	100.888
Nacional	14 Murcia, Región de	General	Index	2012QIV	111.335
Nacional	14 Murcia, Región de	General	Index	2012QIII	115.391
Nacional	14 Murcia, Región de	General	Index	2012QII	117.283
Nacional	14 Murcia, Región de	General	Index	2012QI	119.693
Nacional	14 Murcia, Región de	General	Index	2011QIV	125.867
Nacional	14 Murcia, Región de	General	Index	2011QIII	130.042
Nacional	14 Murcia, Región de	General	Index	2011QII	132.440
Nacional	14 Murcia, Región de	General	Index	2011QI	133.638
Nacional	14 Murcia, Región de	General	Index	2010QIV	135.542
Nacional	14 Murcia, Región de	General	Index	2010QIII	137.569
Nacional	14 Murcia, Región de	General	Index	2010QII	139.726
Nacional	14 Murcia, Región de	General	Index	2010QI	136.937
Nacional	14 Murcia, Región de	General	Index	2009QIV	139.149
Nacional	14 Murcia, Región de	General	Index	2009QIII	139.236
Nacional	14 Murcia, Región de	General	Index	2009QII	138.688
Nacional	14 Murcia, Región de	General	Index	2009QI	138.454
Nacional	14 Murcia, Región de	General	Index	2008QIV	139.190
Nacional	14 Murcia, Región de	General	Index	2008QIII	140.779
Nacional	14 Murcia, Región de	General	Index	2008QII	140.492
Nacional	14 Murcia, Región de	General	Index	2008QI	140.751
Nacional	14 Murcia, Región de	General	Index	2007QIV	140.362
Nacional	14 Murcia, Región de	General	Index	2007QIII	137.832
Nacional	14 Murcia, Región de	General	Index	2007QII	134.346
Nacional	14 Murcia, Región de	General	Index	2007QI	129.674
Nacional	15 Navarra, Comunidad Foral de	General	Index	2025QIII	166.609
Nacional	15 Navarra, Comunidad Foral de	General	Index	2025QII	162.614
Nacional	15 Navarra, Comunidad Foral de	General	Index	2025QI	156.050
Nacional	15 Navarra, Comunidad Foral de	General	Index	2024QIV	150.034
Nacional	15 Navarra, Comunidad Foral de	General	Index	2024QIII	150.225
Nacional	15 Navarra, Comunidad Foral de	General	Index	2024QII	145.143
Nacional	15 Navarra, Comunidad Foral de	General	Index	2024QI	140.034
Nacional	15 Navarra, Comunidad Foral de	General	Index	2023QIV	132.884
Nacional	15 Navarra, Comunidad Foral de	General	Index	2023QIII	135.687
Nacional	15 Navarra, Comunidad Foral de	General	Index	2023QII	131.585
Nacional	15 Navarra, Comunidad Foral de	General	Index	2023QI	130.110
Nacional	15 Navarra, Comunidad Foral de	General	Index	2022QIV	126.950
Nacional	15 Navarra, Comunidad Foral de	General	Index	2022QIII	126.074
Nacional	15 Navarra, Comunidad Foral de	General	Index	2022QII	124.561
Nacional	15 Navarra, Comunidad Foral de	General	Index	2022QI	123.026
Nacional	15 Navarra, Comunidad Foral de	General	Index	2021QIV	118.408
Nacional	15 Navarra, Comunidad Foral de	General	Index	2021QIII	118.054
Nacional	15 Navarra, Comunidad Foral de	General	Index	2021QII	116.122
Nacional	15 Navarra, Comunidad Foral de	General	Index	2021QI	114.172
Nacional	15 Navarra, Comunidad Foral de	General	Index	2020QIV	112.541
Nacional	15 Navarra, Comunidad Foral de	General	Index	2020QIII	114.308
Nacional	15 Navarra, Comunidad Foral de	General	Index	2020QII	113.207
Nacional	15 Navarra, Comunidad Foral de	General	Index	2020QI	113.909
Nacional	15 Navarra, Comunidad Foral de	General	Index	2019QIV	111.887
Nacional	15 Navarra, Comunidad Foral de	General	Index	2019QIII	112.359
Nacional	15 Navarra, Comunidad Foral de	General	Index	2019QII	111.850
Nacional	15 Navarra, Comunidad Foral de	General	Index	2019QI	110.358
Nacional	15 Navarra, Comunidad Foral de	General	Index	2018QIV	108.393
Nacional	15 Navarra, Comunidad Foral de	General	Index	2018QIII	109.013
Nacional	15 Navarra, Comunidad Foral de	General	Index	2018QII	107.657
Nacional	15 Navarra, Comunidad Foral de	General	Index	2018QI	105.165
Nacional	15 Navarra, Comunidad Foral de	General	Index	2017QIV	104.199
Nacional	15 Navarra, Comunidad Foral de	General	Index	2017QIII	104.517
Nacional	15 Navarra, Comunidad Foral de	General	Index	2017QII	104.063
Nacional	15 Navarra, Comunidad Foral de	General	Index	2017QI	102.962
Nacional	15 Navarra, Comunidad Foral de	General	Index	2016QIV	102.015
Nacional	15 Navarra, Comunidad Foral de	General	Index	2016QIII	102.319
Nacional	15 Navarra, Comunidad Foral de	General	Index	2016QII	101.380
Nacional	15 Navarra, Comunidad Foral de	General	Index	2016QI	100.992
Nacional	15 Navarra, Comunidad Foral de	General	Index	2015QIV	100.082
Nacional	15 Navarra, Comunidad Foral de	General	Index	2015QIII	100.146
Nacional	15 Navarra, Comunidad Foral de	General	Index	2015QII	101.241
Nacional	15 Navarra, Comunidad Foral de	General	Index	2015QI	98.531
Nacional	15 Navarra, Comunidad Foral de	General	Index	2014QIV	98.341
Nacional	15 Navarra, Comunidad Foral de	General	Index	2014QIII	98.773
Nacional	15 Navarra, Comunidad Foral de	General	Index	2014QII	101.062
Nacional	15 Navarra, Comunidad Foral de	General	Index	2014QI	99.403
Nacional	15 Navarra, Comunidad Foral de	General	Index	2013QIV	102.609
Nacional	15 Navarra, Comunidad Foral de	General	Index	2013QIII	106.145
Nacional	15 Navarra, Comunidad Foral de	General	Index	2013QII	107.584
Nacional	15 Navarra, Comunidad Foral de	General	Index	2013QI	108.802
Nacional	15 Navarra, Comunidad Foral de	General	Index	2012QIV	118.174
Nacional	15 Navarra, Comunidad Foral de	General	Index	2012QIII	119.193
Nacional	15 Navarra, Comunidad Foral de	General	Index	2012QII	121.039
Nacional	15 Navarra, Comunidad Foral de	General	Index	2012QI	121.204
Nacional	15 Navarra, Comunidad Foral de	General	Index	2011QIV	132.802
Nacional	15 Navarra, Comunidad Foral de	General	Index	2011QIII	139.950
Nacional	15 Navarra, Comunidad Foral de	General	Index	2011QII	141.497
Nacional	15 Navarra, Comunidad Foral de	General	Index	2011QI	143.602
Nacional	15 Navarra, Comunidad Foral de	General	Index	2010QIV	149.052
Nacional	15 Navarra, Comunidad Foral de	General	Index	2010QIII	148.684
Nacional	15 Navarra, Comunidad Foral de	General	Index	2010QII	153.137
Nacional	15 Navarra, Comunidad Foral de	General	Index	2010QI	153.357
Nacional	15 Navarra, Comunidad Foral de	General	Index	2009QIV	158.315
Nacional	15 Navarra, Comunidad Foral de	General	Index	2009QIII	158.985
Nacional	15 Navarra, Comunidad Foral de	General	Index	2009QII	163.177
Nacional	15 Navarra, Comunidad Foral de	General	Index	2009QI	164.339
Nacional	15 Navarra, Comunidad Foral de	General	Index	2008QIV	172.655
Nacional	15 Navarra, Comunidad Foral de	General	Index	2008QIII	176.912
Nacional	15 Navarra, Comunidad Foral de	General	Index	2008QII	184.034
Nacional	15 Navarra, Comunidad Foral de	General	Index	2008QI	182.831
Nacional	15 Navarra, Comunidad Foral de	General	Index	2007QIV	182.983
Nacional	15 Navarra, Comunidad Foral de	General	Index	2007QIII	186.732
Nacional	15 Navarra, Comunidad Foral de	General	Index	2007QII	182.933
Nacional	15 Navarra, Comunidad Foral de	General	Index	2007QI	181.143
Nacional	16 País Vasco	General	Index	2025QIII	168.610
Nacional	16 País Vasco	General	Index	2025QII	164.980
Nacional	16 País Vasco	General	Index	2025QI	159.472
Nacional	16 País Vasco	General	Index	2024QIV	151.915
Nacional	16 País Vasco	General	Index	2024QIII	151.029
Nacional	16 País Vasco	General	Index	2024QII	146.777
Nacional	16 País Vasco	General	Index	2024QI	141.867
Nacional	16 País Vasco	General	Index	2023QIV	137.252
Nacional	16 País Vasco	General	Index	2023QIII	139.330
Nacional	16 País Vasco	General	Index	2023QII	135.331
Nacional	16 País Vasco	General	Index	2023QI	133.352
Nacional	16 País Vasco	General	Index	2022QIV	132.132
Nacional	16 País Vasco	General	Index	2022QIII	134.215
Nacional	16 País Vasco	General	Index	2022QII	131.348
Nacional	16 País Vasco	General	Index	2022QI	129.365
Nacional	16 País Vasco	General	Index	2021QIV	125.938
Nacional	16 País Vasco	General	Index	2021QIII	124.501
Nacional	16 País Vasco	General	Index	2021QII	123.336
Nacional	16 País Vasco	General	Index	2021QI	121.755
Nacional	16 País Vasco	General	Index	2020QIV	120.831
Nacional	16 País Vasco	General	Index	2020QIII	122.837
Nacional	16 País Vasco	General	Index	2020QII	120.265
Nacional	16 País Vasco	General	Index	2020QI	121.515
Nacional	16 País Vasco	General	Index	2019QIV	118.272
Nacional	16 País Vasco	General	Index	2019QIII	120.599
Nacional	16 País Vasco	General	Index	2019QII	118.350
Nacional	16 País Vasco	General	Index	2019QI	117.529
Nacional	16 País Vasco	General	Index	2018QIV	114.884
Nacional	16 País Vasco	General	Index	2018QIII	115.044
Nacional	16 País Vasco	General	Index	2018QII	113.955
Nacional	16 País Vasco	General	Index	2018QI	111.109
Nacional	16 País Vasco	General	Index	2017QIV	109.377
Nacional	16 País Vasco	General	Index	2017QIII	109.752
Nacional	16 País Vasco	General	Index	2017QII	107.724
Nacional	16 País Vasco	General	Index	2017QI	104.709
Nacional	16 País Vasco	General	Index	2016QIV	102.124
Nacional	16 País Vasco	General	Index	2016QIII	103.749
Nacional	16 País Vasco	General	Index	2016QII	103.041
Nacional	16 País Vasco	General	Index	2016QI	101.381
Nacional	16 País Vasco	General	Index	2015QIV	100.953
Nacional	16 País Vasco	General	Index	2015QIII	100.217
Nacional	16 País Vasco	General	Index	2015QII	100.257
Nacional	16 País Vasco	General	Index	2015QI	98.573
Nacional	16 País Vasco	General	Index	2014QIV	99.309
Nacional	16 País Vasco	General	Index	2014QIII	99.210
Nacional	16 País Vasco	General	Index	2014QII	98.393
Nacional	16 País Vasco	General	Index	2014QI	99.246
Nacional	16 País Vasco	General	Index	2013QIV	99.328
Nacional	16 País Vasco	General	Index	2013QIII	101.141
Nacional	16 País Vasco	General	Index	2013QII	99.781
Nacional	16 País Vasco	General	Index	2013QI	97.891
Nacional	16 País Vasco	General	Index	2012QIV	104.930
Nacional	16 País Vasco	General	Index	2012QIII	106.445
Nacional	16 País Vasco	General	Index	2012QII	110.632
Nacional	16 País Vasco	General	Index	2012QI	112.449
Nacional	16 País Vasco	General	Index	2011QIV	120.963
Nacional	16 País Vasco	General	Index	2011QIII	125.702
Nacional	16 País Vasco	General	Index	2011QII	131.074
Nacional	16 País Vasco	General	Index	2011QI	134.124
Nacional	16 País Vasco	General	Index	2010QIV	137.740
Nacional	16 País Vasco	General	Index	2010QIII	137.652
Nacional	16 País Vasco	General	Index	2010QII	140.536
Nacional	16 País Vasco	General	Index	2010QI	138.551
Nacional	16 País Vasco	General	Index	2009QIV	139.658
Nacional	16 País Vasco	General	Index	2009QIII	138.505
Nacional	16 País Vasco	General	Index	2009QII	141.278
Nacional	16 País Vasco	General	Index	2009QI	144.220
Nacional	16 País Vasco	General	Index	2008QIV	150.260
Nacional	16 País Vasco	General	Index	2008QIII	154.645
Nacional	16 País Vasco	General	Index	2008QII	161.651
Nacional	16 País Vasco	General	Index	2008QI	161.690
Nacional	16 País Vasco	General	Index	2007QIV	163.393
Nacional	16 País Vasco	General	Index	2007QIII	165.108
Nacional	16 País Vasco	General	Index	2007QII	163.676
Nacional	16 País Vasco	General	Index	2007QI	159.283
Nacional	17 Rioja, La	General	Index	2025QIII	168.635
Nacional	17 Rioja, La	General	Index	2025QII	164.705
Nacional	17 Rioja, La	General	Index	2025QI	158.501
Nacional	17 Rioja, La	General	Index	2024QIV	151.397
Nacional	17 Rioja, La	General	Index	2024QIII	147.767
Nacional	17 Rioja, La	General	Index	2024QII	144.803
Nacional	17 Rioja, La	General	Index	2024QI	139.961
Nacional	17 Rioja, La	General	Index	2023QIV	135.324
Nacional	17 Rioja, La	General	Index	2023QIII	135.332
Nacional	17 Rioja, La	General	Index	2023QII	133.325
Nacional	17 Rioja, La	General	Index	2023QI	130.660
Nacional	17 Rioja, La	General	Index	2022QIV	130.212
Nacional	17 Rioja, La	General	Index	2022QIII	132.781
Nacional	17 Rioja, La	General	Index	2022QII	129.915
Nacional	17 Rioja, La	General	Index	2022QI	127.118
Nacional	17 Rioja, La	General	Index	2021QIV	123.528
Nacional	17 Rioja, La	General	Index	2021QIII	122.887
Nacional	17 Rioja, La	General	Index	2021QII	120.454
Nacional	17 Rioja, La	General	Index	2021QI	118.456
Nacional	17 Rioja, La	General	Index	2020QIV	117.347
Nacional	17 Rioja, La	General	Index	2020QIII	116.897
Nacional	17 Rioja, La	General	Index	2020QII	117.732
Nacional	17 Rioja, La	General	Index	2020QI	116.744
Nacional	17 Rioja, La	General	Index	2019QIV	116.161
Nacional	17 Rioja, La	General	Index	2019QIII	115.520
Nacional	17 Rioja, La	General	Index	2019QII	115.227
Nacional	17 Rioja, La	General	Index	2019QI	113.141
Nacional	17 Rioja, La	General	Index	2018QIV	110.987
Nacional	17 Rioja, La	General	Index	2018QIII	110.650
Nacional	17 Rioja, La	General	Index	2018QII	108.493
Nacional	17 Rioja, La	General	Index	2018QI	106.496
Nacional	17 Rioja, La	General	Index	2017QIV	105.228
Nacional	17 Rioja, La	General	Index	2017QIII	103.733
Nacional	17 Rioja, La	General	Index	2017QII	104.009
Nacional	17 Rioja, La	General	Index	2017QI	103.177
Nacional	17 Rioja, La	General	Index	2016QIV	101.551
Nacional	17 Rioja, La	General	Index	2016QIII	102.692
Nacional	17 Rioja, La	General	Index	2016QII	102.559
Nacional	17 Rioja, La	General	Index	2016QI	101.038
Nacional	17 Rioja, La	General	Index	2015QIV	101.198
Nacional	17 Rioja, La	General	Index	2015QIII	100.458
Nacional	17 Rioja, La	General	Index	2015QII	101.015
Nacional	17 Rioja, La	General	Index	2015QI	97.329
Nacional	17 Rioja, La	General	Index	2014QIV	99.656
Nacional	17 Rioja, La	General	Index	2014QIII	99.606
Nacional	17 Rioja, La	General	Index	2014QII	99.822
Nacional	17 Rioja, La	General	Index	2014QI	98.849
Nacional	17 Rioja, La	General	Index	2013QIV	99.440
Nacional	17 Rioja, La	General	Index	2013QIII	103.187
Nacional	17 Rioja, La	General	Index	2013QII	101.570
Nacional	17 Rioja, La	General	Index	2013QI	102.695
Nacional	17 Rioja, La	General	Index	2012QIV	112.546
Nacional	17 Rioja, La	General	Index	2012QIII	114.027
Nacional	17 Rioja, La	General	Index	2012QII	119.511
Nacional	17 Rioja, La	General	Index	2012QI	125.248
Nacional	17 Rioja, La	General	Index	2011QIV	130.565
Nacional	17 Rioja, La	General	Index	2011QIII	136.609
Nacional	17 Rioja, La	General	Index	2011QII	140.953
Nacional	17 Rioja, La	General	Index	2011QI	143.510
Nacional	17 Rioja, La	General	Index	2010QIV	152.249
Nacional	17 Rioja, La	General	Index	2010QIII	153.957
Nacional	17 Rioja, La	General	Index	2010QII	158.218
Nacional	17 Rioja, La	General	Index	2010QI	155.668
Nacional	17 Rioja, La	General	Index	2009QIV	162.346
Nacional	17 Rioja, La	General	Index	2009QIII	160.814
Nacional	17 Rioja, La	General	Index	2009QII	160.950
Nacional	17 Rioja, La	General	Index	2009QI	160.388
Nacional	17 Rioja, La	General	Index	2008QIV	167.477
Nacional	17 Rioja, La	General	Index	2008QIII	167.779
Nacional	17 Rioja, La	General	Index	2008QII	172.047
Nacional	17 Rioja, La	General	Index	2008QI	174.361
Nacional	17 Rioja, La	General	Index	2007QIV	174.119
Nacional	17 Rioja, La	General	Index	2007QIII	170.951
Nacional	17 Rioja, La	General	Index	2007QII	168.671
Nacional	17 Rioja, La	General	Index	2007QI	163.779
Nacional	18 Ceuta	General	Index	2025QIII	204.600
Nacional	18 Ceuta	General	Index	2025QII	199.398
Nacional	18 Ceuta	General	Index	2025QI	192.344
Nacional	18 Ceuta	General	Index	2024QIV	184.569
Nacional	18 Ceuta	General	Index	2024QIII	178.624
Nacional	18 Ceuta	General	Index	2024QII	176.973
Nacional	18 Ceuta	General	Index	2024QI	170.101
Nacional	18 Ceuta	General	Index	2023QIV	165.638
Nacional	18 Ceuta	General	Index	2023QIII	164.611
Nacional	18 Ceuta	General	Index	2023QII	161.660
Nacional	18 Ceuta	General	Index	2023QI	159.058
Nacional	18 Ceuta	General	Index	2022QIV	158.378
Nacional	18 Ceuta	General	Index	2022QIII	155.619
Nacional	18 Ceuta	General	Index	2022QII	152.246
Nacional	18 Ceuta	General	Index	2022QI	150.704
Nacional	18 Ceuta	General	Index	2021QIV	146.641
Nacional	18 Ceuta	General	Index	2021QIII	144.209
Nacional	18 Ceuta	General	Index	2021QII	139.038
Nacional	18 Ceuta	General	Index	2021QI	138.250
Nacional	18 Ceuta	General	Index	2020QIV	138.288
Nacional	18 Ceuta	General	Index	2020QIII	139.489
Nacional	18 Ceuta	General	Index	2020QII	135.216
Nacional	18 Ceuta	General	Index	2020QI	134.821
Nacional	18 Ceuta	General	Index	2019QIV	131.854
Nacional	18 Ceuta	General	Index	2019QIII	133.637
Nacional	18 Ceuta	General	Index	2019QII	130.592
Nacional	18 Ceuta	General	Index	2019QI	128.575
Nacional	18 Ceuta	General	Index	2018QIV	125.311
Nacional	18 Ceuta	General	Index	2018QIII	122.940
Nacional	18 Ceuta	General	Index	2018QII	121.003
Nacional	18 Ceuta	General	Index	2018QI	117.811
Nacional	18 Ceuta	General	Index	2017QIV	114.842
Nacional	18 Ceuta	General	Index	2017QIII	112.918
Nacional	18 Ceuta	General	Index	2017QII	111.457
Nacional	18 Ceuta	General	Index	2017QI	109.787
Nacional	18 Ceuta	General	Index	2016QIV	106.354
Nacional	18 Ceuta	General	Index	2016QIII	105.811
Nacional	18 Ceuta	General	Index	2016QII	105.497
Nacional	18 Ceuta	General	Index	2016QI	102.958
Nacional	18 Ceuta	General	Index	2015QIV	101.215
Nacional	18 Ceuta	General	Index	2015QIII	101.799
Nacional	18 Ceuta	General	Index	2015QII	101.252
Nacional	18 Ceuta	General	Index	2015QI	95.735
Nacional	18 Ceuta	General	Index	2014QIV	95.173
Nacional	18 Ceuta	General	Index	2014QIII	96.096
Nacional	18 Ceuta	General	Index	2014QII	95.460
Nacional	18 Ceuta	General	Index	2014QI	93.798
Nacional	18 Ceuta	General	Index	2013QIV	94.231
Nacional	18 Ceuta	General	Index	2013QIII	94.759
Nacional	18 Ceuta	General	Index	2013QII	95.791
Nacional	18 Ceuta	General	Index	2013QI	94.555
Nacional	18 Ceuta	General	Index	2012QIV	100.115
Nacional	18 Ceuta	General	Index	2012QIII	98.552
Nacional	18 Ceuta	General	Index	2012QII	103.630
Nacional	18 Ceuta	General	Index	2012QI	102.994
Nacional	18 Ceuta	General	Index	2011QIV	110.130
Nacional	18 Ceuta	General	Index	2011QIII	114.146
Nacional	18 Ceuta	General	Index	2011QII	118.168
Nacional	18 Ceuta	General	Index	2011QI	119.777
Nacional	18 Ceuta	General	Index	2010QIV	126.418
Nacional	18 Ceuta	General	Index	2010QIII	123.554
Nacional	18 Ceuta	General	Index	2010QII	127.833
Nacional	18 Ceuta	General	Index	2010QI	128.259
Nacional	18 Ceuta	General	Index	2009QIV	129.859
Nacional	18 Ceuta	General	Index	2009QIII	128.981
Nacional	18 Ceuta	General	Index	2009QII	133.360
Nacional	18 Ceuta	General	Index	2009QI	133.875
Nacional	18 Ceuta	General	Index	2008QIV	132.167
Nacional	18 Ceuta	General	Index	2008QIII	135.607
Nacional	18 Ceuta	General	Index	2008QII	139.932
Nacional	18 Ceuta	General	Index	2008QI	142.038
Nacional	18 Ceuta	General	Index	2007QIV	140.135
Nacional	18 Ceuta	General	Index	2007QIII	136.696
Nacional	18 Ceuta	General	Index	2007QII	134.757
Nacional	18 Ceuta	General	Index	2007QI	132.362
Nacional	19 Melilla	General	Index	2025QIII	200.061
Nacional	19 Melilla	General	Index	2025QII	194.975
Nacional	19 Melilla	General	Index	2025QI	187.389
Nacional	19 Melilla	General	Index	2024QIV	178.326
Nacional	19 Melilla	General	Index	2024QIII	174.797
Nacional	19 Melilla	General	Index	2024QII	171.953
Nacional	19 Melilla	General	Index	2024QI	164.358
Nacional	19 Melilla	General	Index	2023QIV	158.926
Nacional	19 Melilla	General	Index	2023QIII	161.958
Nacional	19 Melilla	General	Index	2023QII	160.434
Nacional	19 Melilla	General	Index	2023QI	156.969
Nacional	19 Melilla	General	Index	2022QIV	154.019
Nacional	19 Melilla	General	Index	2022QIII	152.976
Nacional	19 Melilla	General	Index	2022QII	151.150
Nacional	19 Melilla	General	Index	2022QI	147.760
Nacional	19 Melilla	General	Index	2021QIV	142.577
Nacional	19 Melilla	General	Index	2021QIII	142.563
Nacional	19 Melilla	General	Index	2021QII	139.007
Nacional	19 Melilla	General	Index	2021QI	134.954
Nacional	19 Melilla	General	Index	2020QIV	133.064
Nacional	19 Melilla	General	Index	2020QIII	133.661
Nacional	19 Melilla	General	Index	2020QII	130.290
Nacional	19 Melilla	General	Index	2020QI	128.760
Nacional	19 Melilla	General	Index	2019QIV	126.218
Nacional	19 Melilla	General	Index	2019QIII	127.460
